1	aopjsr8uk0xy	100001	1	10460
2	ubcgbtccg5im	100001	7	17425
3	ubcgbtccg5im	24	7	6183
4	ubcgbtccg5im	12	7	36997
5	ubcgbtccg5im	14	7	57567
6	8iqq47uu6ztd	100001	1	48472
7	o8odpysxlr9y	100001	1	14533
8	o8odpysxlr9y	20	1	1208
9	ubcgbtccg5im	26	1	50478
10	k0pkosdrx89m	100001	7	75509
11	o8odpysxlr9y	29	7	19824
12	k0pkosdrx89m	22	1	21106
13	ubcgbtccg5im	11	7	32961
14	o8odpysxlr9y	11	7	16280
15	ubcgbtccg5im	29	7	14462
16	k0pkosdrx89m	30	7	23375
17	v1ynpiivt85c	100001	1	82459
18	o8odpysxlr9y	5	1	19979
19	ycynsh432xs7	100001	1	110704
20	k1t91c285de5	100001	1	53812
21	8iqq47uu6ztd	29	7	90296
22	o8odpysxlr9y	17	7	41614
23	ubcgbtccg5im	10	7	55841
24	k1t91c285de5	2	1	46662
25	k0pkosdrx89m	10	1	74154
26	c10nht9fkgfi	100001	1	6848
27	o8odpysxlr9y	23	1	38849
28	o8odpysxlr9y	4	1	2286
29	8iqq47uu6ztd	16	1	59158
30	v1ynpiivt85c	22	1	100645
31	k1t91c285de5	22	1	31658
32	k0pkosdrx89m	18	7	36174
33	k1t91c285de5	4	1	7806
34	o8odpysxlr9y	200007	7	34239
35	c10nht9fkgfi	7	1	40377
36	ubcgbtccg5im	9	1	73527
37	o8odpysxlr9y	200001	1	6870
38	o8odpysxlr9y	16	7	14382
39	k1t91c285de5	1	7	39620
40	8iqq47uu6ztd	9	7	59277
41	k0pkosdrx89m	20	1	63493
42	ubcgbtccg5im	17	1	56416
43	o8odpysxlr9y	3	7	42083
44	k1t91c285de5	30	1	45167
45	c10nht9fkgfi	14	7	77722
46	o8odpysxlr9y	25	1	19226
47	8iqq47uu6ztd	1	1	67935
48	o8odpysxlr9y	8	1	22340
49	ubcgbtccg5im	6	1	52751
50	k0pkosdrx89m	5	1	66592
51	k1t91c285de5	6	1	51147
52	k0pkosdrx89m	13	1	16814
53	c10nht9fkgfi	23	1	58705
54	c10nht9fkgfi	3	7	4483
55	k1t91c285de5	25	1	19714
56	k1t91c285de5	19	7	17392
57	o8odpysxlr9y	15	1	61111
58	ubcgbtccg5im	300007	7	56582
59	k1t91c285de5	3	1	12735
60	8iqq47uu6ztd	23	1	91865
61	k0pkosdrx89m	15	7	60211
62	c10nht9fkgfi	12	1	54361
63	k1t91c285de5	27	1	25310
64	o8odpysxlr9y	26	7	55848
65	ubcgbtccg5im	200007	7	59556
66	k0pkosdrx89m	11	1	43644
67	k1t91c285de5	13	7	38711
68	o8odpysxlr9y	10	1	37428
69	c10nht9fkgfi	4	1	65056
70	k0pkosdrx89m	300001	7	37632
71	o8odpysxlr9y	300001	7	15872
72	ubcgbtccg5im	18	1	48868
73	k1t91c285de5	28	1	51431
74	o8odpysxlr9y	30	7	16605
75	k0pkosdrx89m	27	1	28813
76	k1t91c285de5	300001	1	18987
77	8iqq47uu6ztd	14	1	127139
78	o8odpysxlr9y	9	7	22018
79	k0pkosdrx89m	25	7	15123
80	c10nht9fkgfi	21	1	56460
81	o8odpysxlr9y	18	7	18895
82	o8odpysxlr9y	300007	7	12702
83	ubcgbtccg5im	200001	1	80839
84	k1t91c285de5	14	7	52379
85	c10nht9fkgfi	19	7	44207
86	k0pkosdrx89m	29	7	47471
87	wt9a07t6qpvx	100001	7	46041
88	o8odpysxlr9y	13	1	34792
89	k0pkosdrx89m	7	1	19895
90	k1t91c285de5	200007	7	26720
91	o8odpysxlr9y	21	1	19663
92	k1t91c285de5	200001	7	13489
93	k0pkosdrx89m	17	7	16599
94	8iqq47uu6ztd	17	7	94338
95	ubcgbtccg5im	27	1	54652
96	c10nht9fkgfi	27	1	50509
97	k0pkosdrx89m	14	7	14873
98	ycynsh432xs7	16	7	522841
99	o8odpysxlr9y	7	1	23684
100	c10nht9fkgfi	200007	1	25220
101	k1t91c285de5	9	1	49396
102	ubcgbtccg5im	25	1	60899
103	ycynsh432xs7	7	7	57947
104	k1t91c285de5	10	1	45575
105	8iqq47uu6ztd	22	1	96661
106	c10nht9fkgfi	28	7	66777
107	ubcgbtccg5im	28	7	64987
108	k1t91c285de5	17	7	53489
109	c10nht9fkgfi	9	7	48640
110	c10nht9fkgfi	15	7	4944
111	k1t91c285de5	300007	1	37375
112	k0pkosdrx89m	300007	1	172217
113	8iqq47uu6ztd	18	7	86909
114	ubcgbtccg5im	30	1	69115
115	k1t91c285de5	21	7	40469
116	ubcgbtccg5im	8	7	38742
117	8iqq47uu6ztd	20	7	69204
118	k0pkosdrx89m	200001	7	70626
119	c10nht9fkgfi	300007	1	99692
120	k1t91c285de5	29	1	62789
121	k1t91c285de5	5	1	6225
122	ubcgbtccg5im	22	7	80038
123	8iqq47uu6ztd	21	1	92376
124	k1t91c285de5	23	7	54921
125	k0pkosdrx89m	4	1	122913
126	wt9a07t6qpvx	20	1	420198
127	8iqq47uu6ztd	27	7	51196
128	ubcgbtccg5im	15	1	106984
129	c10nht9fkgfi	17	7	171368
130	wt9a07t6qpvx	22	1	52558
131	8lpginuja9i9	100001	7	14040
132	8lpginuja9i9	19	7	10936
